seed,status,wall_s,success,dist,fell_at,rmse_mm,tstep_mean,wob_pic,grf_pic,mkbrk,ctrl_mean,ctrl_p99
27,ok,48.036818742752075,True,3.1154772921288445,-1.0,51.67671078556184,0.33218571428579974,50.46190814342004,4504.450542429968,3.757142857142857,1.5540402287813722,3.2631209923420066
28,ok,48.59279227256775,True,3.4124165520147205,-1.0,57.12017618826758,0.3257142857143632,52.48703861758399,4689.963009606124,3.4571428571428573,1.601319656650086,3.545483988709752
29,ok,50.08541703224182,True,3.7413861740465095,-1.0,55.666004305399944,0.3419857142858117,50.406497462222546,4066.707982554632,3.3285714285714287,1.581086070734872,3.278744994895533
30,ok,25.140137195587158,False,1.8197024361654655,13.142999999998155,118.70228328463715,0.30563414634142066,61.45232748296615,4147.881780077321,3.4390243902439024,1.599948717693313,3.328458024188876
31,ok,50.00482535362244,False,2.6152286966971197,25.184000000007796,81.09359657368087,0.31982857142864174,49.15968968020636,3748.408666582107,3.142857142857143,1.7000468828599598,3.3693869964918104
32,ok,30.17043399810791,False,1.9187362568454713,15.83899999999666,110.32377519381798,0.2926923076922453,72.36548912761634,4064.490406252115,3.173076923076923,1.5946944631090838,3.158361973473802
33,ok,47.45771527290344,True,3.5513644350396834,-1.0,50.04500464049442,0.3227000000000738,49.14386263331259,4065.7048156596534,3.257142857142857,1.5723435853008079,3.2748800236731785
34,ok,49.161691665649414,True,3.589461051719078,-1.0,57.62277939839735,0.3346285714286598,47.439406144187245,3961.2572218967625,3.585714285714286,1.5791344330600185,3.2710609945934306
35,ok,51.37514328956604,True,3.473904833891151,-1.0,51.35459687892065,0.3336714285715159,43.56485837361494,4028.3922703961885,3.3142857142857145,1.6559647242004352,3.628560981014745
36,ok,46.1794650554657,True,3.1300847623669705,-1.0,52.48854203118544,0.3082428571429133,62.98247661362786,5351.00261558374,3.057142857142857,1.5957556516709261,3.336731028975919
37,ok,47.19351935386658,True,3.409287629063672,-1.0,48.27091892435469,0.3143428571429208,50.467107070890606,6726.615519217716,3.4571428571428573,1.598122323619973,3.3650499826762825
38,ok,20.119558572769165,False,0.5736990166553851,10.413999999999668,126.98776440368309,0.3208064516128929,39.60039435875634,4475.1337519844865,3.066666666666667,1.5984544555517728,3.28620599349961
39,ok,51.703125953674316,True,3.650469715849808,-1.0,56.2831699546445,0.34972857142867836,49.8032781487662,5034.019099158801,3.085714285714286,1.5980049948126982,3.3217919734306633
40,ok,51.95521855354309,True,3.7240995626945614,-1.0,59.38876742183482,0.33908571428580814,50.02532048592201,4833.083015351863,3.3,1.6605651798436158,3.289935974171385
41,ok,48.78973722457886,True,3.64160776466879,-1.0,55.7537281915363,0.3259428571429349,49.89343667674432,4181.896866712231,3.2,1.6048522375250427,3.4069260174874243
42,ok,46.17620658874512,False,2.9174428241735804,-1.0,50.67177580056051,0.3095571428572006,48.70719984877191,4326.493953307326,3.2285714285714286,1.5869535872752305,3.582550029386765
43,ok,49.88497495651245,True,3.1836540885221405,-1.0,56.20739695366203,0.3386428571429505,46.67095074404983,4062.7091428776303,3.4857142857142858,1.5918546640445725,3.1185679975897007
44,ok,48.33522319793701,True,3.6500094970352386,-1.0,58.389104359073734,0.3365714285715194,42.52163872795748,4064.508552231393,3.3142857142857145,1.5431809369225016,3.18250001873821
45,ok,45.85710167884827,True,3.1152956244851073,-1.0,49.79162158767356,0.3136571428572057,51.174374317777676,5151.02915286123,3.4,1.5518421114316583,3.2139780255965884
46,ok,48.803502798080444,True,3.4730414793557016,-1.0,59.11713738402736,0.33007142857151145,46.651026572110325,4441.2709782060065,3.8285714285714287,1.586612064391321,3.395487982197662
47,ok,45.63774037361145,False,3.4586174714918756,24.022000000006376,93.98218262306615,0.3334285714286584,54.87910816274225,4067.8610599387516,3.6,1.6065007866154652,3.398384986794555
48,ok,23.1480495929718,False,1.576647009952766,11.874999999998858,118.17570429611953,0.33076470588232226,46.817009258378164,4059.9902650434406,3.2941176470588234,1.6295847242698074,3.3521779719740152
49,ok,27.645740747451782,False,1.3810575640101295,13.90999999999773,116.51559543270723,0.3356153846153317,52.99494113452687,4447.4346714168005,3.4871794871794872,1.6642479004711983,3.8120589917525627
